Genotype,Region,Population,DW_Site,Longitude,Latitude,Altitude,Density_2012,DBH_14,DBH_16_Int,Area_Growth_2016_cm2_year,Area_Growth_2014_cm2_year,Height_m_13,X2010_61_Bud_Flush,X2010_245_Bud_Set,X2010_259_Bud_Set,X2010_274_Bud_Set,Volume_m3,Root_GE,Stem_GE,Leaf_Lifespan
GW-9841,WA/BC,Skykomish,Duvall,-121.9833333,47.73333333,30.5,0.414789149,135.8608757,173.1102821,33.62785301,29.02372407,10.35240665,2.03085758,3.609266565,3.929559307,5.273917386,0.145181851,NA,NA,247.0017179
GW-9842,WA/BC,Skykomish,Duvall,-121.9833333,47.73333333,30.5,0.405752604,126.699609,160.3104388,28.87547254,25.23343788,9.766211183,2.659074027,4.458068025,4.455803364,5.743290606,0.131443467,NA,NA,247.0017179
GW-9843,WA/BC,Skykomish,Duvall,-121.9833333,47.73333333,30.5,NA,135.8034836,179.2963588,36.01408132,29.04996914,10.7505886,2.364700329,2.47100201,3.102931882,4.800677231,0.16334487,NA,NA,247.0017179
GW-9844,WA/BC,Skykomish,Duvall,-121.9833333,47.73333333,30.5,0.391830352,126.5921504,158.1893773,28.12097817,25.2144436,9.659447562,2.365302845,3.039218744,3.413651165,5.044651193,0.127137712,NA,NA,247.0017179
GW-9845,WA/BC,Skykomish,Duvall,-121.9833333,47.73333333,30.5,NA,141.935884,177.5807937,35.37364754,31.6448776,10.62204516,2.885991201,2.659096182,3.571292597,4.740864917,0.158407291,NA,NA,247.0017179
GW-9846,WA/BC,Skykomish,Duvall,-121.9833333,47.73333333,30.5,0.404121124,128.6834502,163.188556,29.78347088,26.00429991,9.728806209,2.02888137,3.608508823,3.649012873,5.275747382,0.130249496,NA,NA,247.0017179
GW-9847,WA/BC,Skykomish,Duvall,-121.9833333,47.73333333,30.5,0.397024387,150.5070643,183.9613784,37.94019397,35.58986461,10.18427516,1.439473699,2.47296382,3.41001988,5.046437192,0.154689122,NA,NA,247.0017179
GW-9848,WA/BC,Skykomish,Duvall,-121.9833333,47.73333333,30.5,NA,131.1174484,163.4000349,29.86775138,26.97712561,9.909334166,2.886767486,3.323344535,3.933235883,5.046275477,0.141815116,23.64816913,14.8793922,247.0017179
GW-9849,WA/BC,Skykomish,Duvall,-121.9833333,47.73333333,30.5,0.387007183,138.7981021,171.3611829,32.99555008,30.30504414,10.24346135,2.8880251,3.05624578,3.949587564,5.064440909,0.150519342,NA,NA,247.0017179
GW-9850,WA/BC,Skykomish,Duvall,-121.9833333,47.73333333,30.5,NA,147.6171749,187.0137205,39.22209631,34.26994541,10.50428105,2.658120483,3.317707154,3.929190708,5.273156028,0.162928016,22.21274058,15.10681117,247.0017179
GW-9851,WA/BC,Skykomish,Duvall,-121.9833333,47.73333333,30.5,NA,140.2334464,184.9025239,38.27263479,30.90010853,9.873603976,2.031435223,3.892440474,4.21940947,5.047506612,0.140119763,NA,NA,247.0017179
GW-9852,WA/BC,Skykomish,Stillwater,-121.9166667,47.68333333,30.5,NA,135.4513813,165.7890585,30.86807071,28.8285307,10.26904577,2.658621245,3.038666186,3.677994499,5.043007225,0.133066692,NA,NA,247.0711074
GW-9853,WA/BC,Skykomish,Stillwater,-121.9166667,47.68333333,30.5,NA,135.5813071,169.2607439,32.19101831,28.87713329,10.07076761,2.02927489,4.178586132,4.751113336,5.504520706,0.141134797,NA,NA,247.0711074
GW-9854,WA/BC,Skykomish,Stillwater,-121.9166667,47.68333333,30.5,NA,132.8424484,162.6025517,29.74225434,27.65698948,10.6827394,1.703926169,4.648028639,4.999195432,5.36061072,0.137578987,NA,NA,247.0711074
GW-9855,WA/BC,Skykomish,Stillwater,-121.9166667,47.68333333,30.5,0.389162054,138.9422652,175.2814481,34.52454929,30.36876994,10.42175233,2.029315387,2.470774169,3.413047369,4.799222591,0.145155897,NA,NA,247.0711074
GW-9856,WA/BC,Skykomish,Stillwater,-121.9166667,47.68333333,30.5,0.400273129,124.2146183,NA,NA,24.30492993,10.72632471,2.030019743,2.473684506,2.855048767,4.802361053,0.199787949,NA,NA,247.0711074
GW-9857,WA/BC,Skykomish,Stillwater,-121.9166667,47.68333333,30.5,NA,154.093413,193.1769506,41.947983,37.33231484,10.88808284,2.041836306,3.058141241,3.570280126,5.05846422,0.181175875,NA,NA,247.0711074
GW-9858,WA/BC,Skykomish,Stillwater,-121.9166667,47.68333333,30.5,0.396897094,154.2348757,195.7655693,42.97553266,37.34727187,9.629495494,2.03008053,2.47060435,3.413335449,4.800703583,0.164860531,27.95974862,15.26723755,247.0711074
GW-9860,WA/BC,Skykomish,Stillwater,-121.9166667,47.68333333,30.5,NA,144.3023155,181.2716374,36.79455115,32.70437315,10.58648691,2.029739668,3.044129781,3.680997312,5.025368681,0.16806524,NA,NA,247.0711074
GW-9861,WA/BC,Skykomish,Stillwater,-121.9166667,47.68333333,30.5,NA,141.851982,174.4411488,34.20165748,31.59364249,10.67996355,1.536200625,2.75458587,3.15096507,5.044832679,0.146474077,NA,NA,247.0711074
GW-9862,WA/BC,Skykomish,Stillwater,-121.9166667,47.68333333,30.5,NA,140.2899513,174.0518962,33.98417107,30.92316423,9.799695268,1.532877238,3.040681644,3.409757043,5.270229291,0.141487031,NA,NA,247.0711074
GW-9863,WA/BC,Skykomish,Stillwater,-121.9166667,47.68333333,30.5,0.424646854,129.9616249,167.7621971,31.60616518,26.52756292,10.10749409,2.044124312,4.460110714,4.450686317,5.739470746,0.177521385,18.39750447,15.02396466,247.0711074
GW-9864,WA/BC,Puyallup,Preston,-121.9333333,47.2,152.4,0.39777328,139.3451894,177.8629295,35.5204111,30.45340216,10.92666743,2.363607656,2.756037474,3.41286737,5.043744423,0.160045429,NA,NA,249.0980273
GW-9865,WA/BC,Puyallup,Preston,-121.9333333,47.2,152.4,0.393507573,132.3089981,164.9565551,30.60151619,27.48583174,10.4361714,2.02888861,3.040912559,3.681008912,5.273594835,0.139495902,NA,NA,249.0980273
GW-9866,WA/BC,Puyallup,Preston,-121.9333333,47.2,152.4,0.40090556,148.2977247,180.1670076,36.44302125,34.55490236,10.95705351,2.024738804,3.327366773,4.207994607,5.049109528,0.156564247,NA,NA,249.0980273
GW-9867,WA/BC,Puyallup,Preston,-121.9333333,47.2,152.4,0.392682413,129.5756403,165.6402364,30.85136924,26.41762244,9.830202525,2.030916316,3.041465925,3.959293094,5.273531456,0.132815841,NA,NA,249.0980273
GW-9868,WA/BC,Puyallup,Preston,-121.9333333,47.2,152.4,0.406758579,137.9818317,183.2290999,37.69992898,29.95064973,10.15619832,2.027093981,3.040910043,3.414143405,5.042879708,0.148568122,NA,NA,249.0980273
GW-9869,WA/BC,Puyallup,Preston,-121.9333333,47.2,152.4,NA,127.2130668,158.84542,28.28782317,25.36755838,9.666438813,1.083828835,3.320868806,3.926280252,5.273826036,0.143889226,NA,NA,249.0980273
GW-9870,WA/BC,Puyallup,Preston,-121.9333333,47.2,152.4,0.401574129,139.1089375,186.7757961,39.10494282,30.33266813,10.68540704,2.030195163,2.470358034,2.861453388,4.558968605,0.172166066,NA,NA,249.0980273
GW-9871,WA/BC,Puyallup,Preston,-121.9333333,47.2,152.4,NA,154.8866926,200.8431621,45.15042772,37.74220241,11.23613198,2.041588829,2.661537291,3.572971701,5.031559437,0.217309153,26.43448473,14.9784497,249.0980273
GW-9872,WA/BC,Puyallup,Preston,-121.9333333,47.2,152.4,0.395450796,134.2885801,171.7043867,33.12799583,28.34580889,10.390592,1.798868813,2.754285333,3.153387345,5.046203484,0.142921301,NA,NA,249.0980273
GW-9873,WA/BC,Puyallup,Preston,-121.9333333,47.2,152.4,0.398356885,137.9560323,169.4382826,32.21347515,29.80580622,9.859215317,2.033120001,3.319777814,3.960862716,5.503440001,0.129706369,NA,NA,249.0980273
GW-9874,WA/BC,Puyallup,Preston,-121.9333333,47.2,152.4,0.412803259,132.2404452,159.6821481,28.70207162,27.51757337,9.690329703,2.030886489,4.17482833,4.1563981,5.505585066,0.130932263,NA,NA,249.0980273
GW-9875,WA/BC,Puyallup,Sumner,-122.05,47.2,18.3,NA,138.0401781,171.2602287,32.97015904,29.89003132,10.17048766,1.706975753,2.470698663,3.108566346,4.797383211,0.132314729,NA,NA,249.0980273
GW-9876,WA/BC,Puyallup,Sumner,-122.05,47.2,18.3,0.393504607,143.7999127,185.2199317,38.50384586,32.50888878,10.52984763,2.362288389,2.469211812,3.152388596,4.800577231,0.160385222,NA,NA,249.0980273
GW-9877,WA/BC,Puyallup,Sumner,-122.05,47.2,NA,0.393767107,138.0122263,166.1305941,30.9471781,30.03619442,10.07720544,1.536786509,2.18635705,2.854736952,4.298505282,0.135023899,NA,NA,249.0980273
GW-9878,WA/BC,Puyallup,Sumner,-122.05,47.2,18.3,NA,130.0199984,159.2709103,28.32737058,26.50964515,10.76223699,2.029390967,3.603266445,4.221766806,5.501791044,0.132430459,30.47185779,15.06216102,249.0980273
GW-9879,WA/BC,Puyallup,Sumner,-122.05,47.2,18.3,0.399740306,129.543265,165.717192,30.91936438,26.37445534,10.06102277,1.801318774,2.468437895,3.154957569,4.802009258,0.136128024,NA,NA,249.0980273
GW-9880,WA/BC,Puyallup,Sumner,-122.05,47.2,18.3,NA,146.0314873,179.552304,36.05241217,33.53426215,10.41734338,2.027129944,2.753728362,3.151861261,5.045008227,0.153867024,NA,NA,249.0980273
GW-9882,WA/BC,Puyallup,Sumner,-122.05,47.2,18.3,0.398921406,144.7865202,190.9362645,40.87154504,32.9657922,10.34695891,1.799164643,2.187921549,2.861784256,4.80489482,0.168041643,NA,NA,249.0980273
GW-9883,WA/BC,Puyallup,Sumner,-122.05,47.2,18.3,0.399596534,146.8332373,189.43151,40.33946482,33.85314608,10.56475755,2.923468363,3.037387522,3.680919932,5.271125526,0.170936865,NA,NA,249.0980273
GW-9884,WA/BC,Puyallup,Sumner,-122.05,47.2,18.3,0.406948286,132.3658419,168.3869197,31.83479658,27.59449495,10.37786284,1.805638713,3.603745578,3.925619836,5.506474895,0.157598549,NA,NA,249.0980273
GW-9885,WA/BC,Puyallup,Sumner,-122.05,47.2,18.3,0.408354302,143.5487923,177.4952454,35.2290586,32.37358841,9.937970689,1.800648494,3.888857222,4.222709444,5.505124715,0.151205893,NA,NA,249.0980273
GW-9886,WA/BC,Puyallup,Sumner,-122.05,47.2,18.3,NA,133.9492354,159.5070735,28.56623335,28.22852947,10.8846402,2.028849678,3.60665704,3.870306107,5.271310861,0.125957265,NA,NA,249.0980273
GW-9887,WA/BC,Puyallup,Carbonado,-122.2333333,47.08333333,365.8,NA,158.6820295,197.8077732,43.95419962,39.53225938,10.96846091,2.366881824,2.473170923,3.416827646,4.806149241,0.144110388,NA,NA,249.2599361
GW-9888,WA/BC,Puyallup,Carbonado,-122.2333333,47.08333333,365.8,0.3980121,145.0315386,185.379955,38.53311783,33.06064401,10.06764732,2.503359634,3.60699566,3.959318604,5.272172699,0.154554364,NA,NA,249.2599361
GW-9889,WA/BC,Puyallup,Carbonado,-122.2333333,47.08333333,365.8,NA,133.2671639,167.1988064,31.31054136,27.89014083,9.504502854,2.042680564,2.654252505,3.569746599,5.058461264,0.134104284,21.24145882,14.51004079,249.2599361
GW-9890,WA/BC,Puyallup,Carbonado,-122.2333333,47.08333333,365.8,NA,158.150347,202.2087555,45.71531468,39.34460496,11.61077368,2.028677759,3.042430855,3.963935833,5.27368741,0.207514177,24.45207871,16.49056751,249.2599361
GW-9891,WA/BC,Puyallup,Carbonado,-122.2333333,47.08333333,365.8,0.409862985,132.907221,160.6185128,29.03633226,27.77922465,10.07761391,2.028335698,3.038772918,3.410648709,4.800679986,0.125721604,NA,NA,249.2599361
GW-9892,WA/BC,Puyallup,Carbonado,-122.2333333,47.08333333,365.8,NA,158.4086644,197.0198779,43.56121061,39.46339614,10.39154854,2.364789312,3.320637627,3.678460219,5.046956527,0.171783533,24.73177851,10.31287132,249.2599361
GW-9893,WA/BC,Puyallup,Carbonado,-122.2333333,47.08333333,365.8,0.411486962,135.7332538,167.9641672,31.69988219,28.96215304,9.797270637,2.922166914,2.658120828,3.576836879,5.362868953,0.137547752,NA,NA,249.2599361
GW-9894,WA/BC,Puyallup,Carbonado,-122.2333333,47.08333333,365.8,NA,133.086062,167.5677519,31.51417166,27.83082744,9.971881006,2.045369607,2.265537201,2.809869568,4.429839625,0.141622154,NA,NA,249.2599361
GW-9895,WA/BC,Puyallup,Carbonado,-122.2333333,47.08333333,365.8,NA,149.686485,189.0488322,39.97144525,35.20564436,11.34950133,2.658222422,2.188978425,2.857593405,4.557988386,0.180133505,25.89375909,15.81644106,249.2599361
GW-9896,WA/BC,Puyallup,Carbonado,-122.2333333,47.08333333,365.8,0.401050504,149.7442182,184.9937765,38.37772728,35.28994568,10.21136639,2.029008241,2.18945275,3.151021185,4.564094923,0.159818303,23.47354283,16.90654646,249.2599361
GW-9898,WA/BC,Puyallup,Carbonado,-122.2333333,47.08333333,365.8,0.39344223,156.387307,198.5816308,44.23381305,38.35485392,10.46780374,3.255208668,3.323797058,3.683905011,5.274847008,0.191474798,NA,NA,249.2599361
GW-9899,WA/BC,Puyallup,Crocker,-122.1166667,47.11666667,121.9,NA,142.5025039,178.9483163,35.95839899,31.88865741,9.50526054,2.036743889,3.454539762,3.95076161,5.360355866,0.147817504,NA,NA,249.2136764
GW-9900,WA/BC,Puyallup,Crocker,-122.1166667,47.11666667,121.9,0.399964014,128.1937846,187.5111257,39.35854099,25.87659596,10.55712859,2.038693951,3.055727476,3.567430913,5.060743138,0.167250625,NA,NA,249.2136764
GW-9901,WA/BC,Puyallup,Crocker,-122.1166667,47.11666667,121.9,NA,136.4885619,166.8951454,31.17316815,29.24632741,10.4355005,2.026897568,3.326955903,4.215508235,5.26984588,0.139146035,NA,NA,249.2136764
GW-9902,WA/BC,Puyallup,Crocker,-122.1166667,47.11666667,NA,0.402147045,154.5859833,188.9528355,40.04809805,37.41072112,10.36930797,2.03012308,3.039448171,3.415833341,5.045599047,0.161649213,NA,NA,249.2136764
GW-9903,WA/BC,Puyallup,Crocker,-122.1166667,47.11666667,121.9,0.403894514,127.6498737,153.2871764,26.50206562,25.58129751,9.573589104,2.918955588,3.322298969,4.220111254,5.274634324,0.12549307,23.18586055,16.73653258,249.2136764
GW-9904,WA/BC,Puyallup,Crocker,-122.1166667,47.11666667,121.9,0.41880917,138.7445866,168.8391878,31.99474971,30.15991767,10.16917046,2.044718548,2.660738272,3.208200518,5.06203495,0.15055415,NA,NA,249.2136764
GW-9905,WA/BC,Puyallup,Crocker,-122.1166667,47.11666667,121.9,NA,140.078503,174.6621221,34.17063462,30.90632661,10.87624674,2.658035343,2.754905688,3.681687757,5.273695905,0.163727302,23.40893337,21.31598959,249.2136764
GW-9906,WA/BC,Puyallup,Crocker,-122.1166667,47.11666667,121.9,NA,148.2366356,189.97519,40.45530824,34.60748474,9.832531932,2.02956258,2.46993246,3.155735977,5.045869088,0.164350425,NA,NA,249.2136764
GW-9907,WA/BC,Puyallup,Crocker,-122.1166667,47.11666667,121.9,NA,132.4614784,160.4786368,29.07694006,27.53280793,10.23681165,2.030091528,1.903392729,2.858294471,4.29685214,0.126004682,25.70685577,17.08974014,249.2136764
GW-9908,WA/BC,Puyallup,Crocker,-122.1166667,47.11666667,121.9,0.398772924,143.7030231,179.0226189,35.99046643,32.47576626,10.00936605,2.656197671,2.470686429,3.150961056,4.800094852,0.152272911,NA,NA,249.2136764
GW-9909,WA/BC,Puyallup,Crocker,-122.1166667,47.11666667,121.9,NA,183.389563,236.4045017,62.7005443,52.8646719,12.08688223,2.028827886,2.187641184,3.155899667,5.042396924,0.163483095,NA,NA,249.2136764
GW-9910,WA/BC,Puyallup,Crocker,-122.1166667,47.11666667,121.9,NA,161.663748,200.7302048,45.15338936,41.019028,11.44643999,3.255521961,2.185552704,3.151927368,4.800785557,0.198012421,26.50019352,17.66551403,249.2136764
GW-9911,WA/BC,Puyallup,Orting,-122.2,47.1,61,NA,155.7422058,194.460262,42.4332919,38.1642285,10.58623821,2.029418971,2.755654559,3.334123521,5.02393156,0.182794216,27.10319058,16.48835133,249.2368062
GW-9912,WA/BC,Puyallup,Orting,-122.2,47.1,61,0.399600891,129.1374781,158.9099022,28.35969204,26.18444805,9.488571198,2.366225877,2.185115997,3.156054358,4.562760062,0.117891622,NA,NA,249.2368062
GW-9913,WA/BC,Puyallup,Orting,-122.2,47.1,61,0.384331138,147.3155706,197.7580723,43.95739591,34.1177133,10.85930246,2.028487112,3.037099747,3.408612951,5.274619039,0.185815366,NA,NA,249.2368062
GW-9914,WA/BC,Puyallup,Orting,-122.2,47.1,61,0.385164633,151.267492,192.4990534,41.56700607,36.01142305,10.21975308,2.363164145,2.190754139,2.862002223,4.560110546,0.134109784,NA,NA,249.2368062
GW-9915,WA/BC,Puyallup,Orting,-122.2,47.1,61,0.396879616,140.9134319,171.8898251,33.19069819,31.13574874,10.08611294,2.028582982,3.606801052,4.218714749,5.272417284,0.139144923,NA,NA,249.2368062
GW-9916,WA/BC,Puyallup,Orting,-122.2,47.1,61,0.405724582,128.4734439,153.4354162,26.35086564,25.90166393,9.550122799,2.364622393,2.758490408,3.678918959,4.79848896,0.116133858,NA,NA,249.2368062
GW-9917,WA/BC,Puyallup,Orting,-122.2,47.1,61,0.401719505,147.4191178,183.3735254,37.59573159,34.13635014,10.37607281,2.028966315,1.906053299,2.577210456,4.06992628,0.171272366,NA,NA,249.2368062
GW-9918,WA/BC,Puyallup,Orting,-122.2,47.1,61,0.392602445,163.6916671,206.0662395,47.60996193,42.09703691,11.73740872,2.027865712,1.906215114,2.859854459,4.562037656,0.178199309,NA,NA,249.2368062
GW-9919,WA/BC,Puyallup,Orting,-122.2,47.1,61,0.393412869,121.9116367,146.4990307,24.13933699,23.38280223,9.762353749,1.799649972,3.32700337,3.932105878,5.503915861,0.110839665,30.39883885,12.97806721,249.2368062
GW-9920,WA/BC,Puyallup,Orting,-122.2,47.1,61,NA,147.0362872,182.4170376,37.37451834,33.98023917,10.84457254,3.256582977,2.751093818,3.411452575,5.045705168,0.161658941,NA,NA,249.2368062
GW-9921,WA/BC,Puyallup,Orting,-122.2,47.1,61,0.415475711,142.1377485,172.3299022,33.34793423,31.75331788,9.837330417,2.029130977,2.755501236,3.412985731,5.274935683,0.146532452,NA,NA,249.2368062
GW-9922,WA/BC,Puyallup,Orting,-122.2,47.1,NA,NA,142.8510736,176.7029785,35.03984109,31.98107813,10.60886452,2.028470035,1.906321665,2.575621272,4.32608761,0.153090521,21.26701248,12.30977635,249.2368062
GW-9947,Columbia,Columbia,Curly Creek,-121.9333333,46.05,594.4,NA,129.2956619,158.7083027,28.37869292,26.27179256,9.959837853,2.028996853,2.754582972,3.966175144,5.272056538,0.127668689,NA,NA,255.4062953
GW-9948,Columbia,Columbia,Curly Creek,-121.9333333,46.05,594.4,NA,144.2900985,175.4845701,34.61969181,32.63987364,8.959588471,2.030085291,3.455701667,3.951572113,5.058106883,0.122559951,NA,NA,255.4062953
GW-9950,Columbia,Columbia,Curly Creek,-121.9333333,46.05,594.4,0.397017712,131.4705238,166.6318038,31.17589814,27.08459277,9.857537292,2.037342293,3.453974036,3.950934487,5.361456004,0.133584759,NA,NA,255.4062953
GW-9951,Columbia,Columbia,Curly Creek,-121.9333333,46.05,594.4,0.396397549,146.0408851,178.7231714,35.82323788,33.53102882,10.84132429,2.03220491,3.323060307,4.220944972,5.274157027,0.153674695,NA,NA,255.4062953
GW-9952,Columbia,Columbia,Curly Creek,-121.9333333,46.05,594.4,NA,141.3469349,179.2807305,36.06131259,31.42202083,10.75066636,2.028485365,2.755031542,3.150557103,4.802030449,0.164910477,25.38642405,17.30876078,255.4062953
GW-9953,Columbia,Columbia,Cathlamet,-123.3333333,46.15,3,0.404809756,129.534325,162.4169449,29.61410819,26.33933082,10.1272004,2.027659471,3.893338944,4.724899706,5.742525192,0.131669115,NA,NA,254.2675164
GW-9954,Columbia,Columbia,Cathlamet,-123.3333333,46.15,3,0.394107022,128.0468222,154.1241917,26.63583044,25.74895016,9.434731732,2.030308323,3.321412019,3.411046504,5.273519856,0.12119669,NA,NA,254.2675164
GW-9955,Columbia,Columbia,Cathlamet,-123.3333333,46.15,3,NA,120.2630608,147.0755328,24.40348381,22.74765033,9.757091426,2.030243208,3.322592222,3.92809842,5.247405042,0.111335544,24.61398142,16.51210041,254.2675164
GW-9956,Columbia,Columbia,Cathlamet,-123.3333333,46.15,3,0.410583778,135.2441556,172.1638838,33.30317409,28.65994254,10.51678089,2.657573222,3.038644787,3.413224478,4.79889172,0.147600163,NA,NA,254.2675164
GW-9957,Columbia,Columbia,Cathlamet,-123.3333333,46.15,3,0.393203552,140.1808317,177.6071772,35.39458681,30.89086774,10.64909275,2.657055634,2.185421865,3.155325603,4.802863864,0.148415407,NA,NA,254.2675164
GW-9958,Columbia,Columbia,Cathlamet,-123.3333333,46.15,3,0.393984437,129.6641093,160.9118684,29.05814056,26.33351503,9.866260703,2.026550799,3.036861438,3.678125582,5.271401731,0.144234507,NA,NA,254.2675164
GW-9959,Columbia,Columbia,Skamania,-121.95,45.95,533.4,0.392381594,134.8120627,167.9942786,31.61131738,28.59348344,10.21035014,1.533596102,3.04240111,3.92630929,4.800362639,0.138862883,22.91990809,14.74439967,255.5450742
GW-9960,Columbia,Columbia,Skamania,-121.95,45.95,533.4,0.40159502,122.2237699,148.584628,24.76340395,23.37012754,9.593225261,1.533199363,3.039793188,3.683462941,5.047437473,0.111468391,NA,NA,255.5450742
GW-9961,Columbia,Columbia,Skamania,-121.95,45.95,533.4,0.404971719,126.8088086,156.744465,27.74199089,25.26170253,9.905780533,1.79829293,3.326335351,4.21696168,5.505996919,0.129504631,NA,NA,255.5450742
GW-9962,Columbia,Columbia,Skamania,-121.95,45.95,533.4,NA,142.783206,179.9836493,36.35592376,31.95718129,10.11204782,1.707415774,3.056189108,3.948453671,5.060758324,0.152883761,NA,NA,255.5450742
GW-9963,Columbia,Columbia,Skamania,-121.95,45.95,533.4,0.387021785,139.2115872,179.6118772,36.16717305,30.51618891,10.15636434,2.03209429,2.183441853,3.153995657,4.80192608,0.182346958,NA,NA,255.5450742
GW-9964,Columbia,Columbia,Skamania,-121.95,45.95,533.4,NA,138.1628773,170.9942452,32.73115953,29.99930889,9.835862189,2.032371093,3.608887089,3.686738375,5.046809544,0.138575152,27.16011956,16.41117467,255.5450742
GW-9965,Columbia,Columbia,Deer Island,-122.8166667,45.95,3,NA,126.5913793,151.0584288,25.67514951,25.18026789,9.764582876,2.88899832,2.6528561,3.566378167,5.060293283,0.107763993,25.11936763,16.07289515,255.5450742
GW-9966,Columbia,Columbia,Deer Island,-122.8166667,45.95,3,0.417115616,132.4812687,166.2953725,31.086529,27.5422397,10.56019312,3.255802981,2.468775515,3.110812108,4.797642501,0.140471889,NA,NA,255.5450742
GW-9967,Columbia,Columbia,Deer Island,-122.8166667,45.95,3,NA,129.02559,157.4079186,27.82949503,26.15360506,10.10075212,2.923405149,2.187811398,2.856102505,4.80219458,0.135781978,NA,NA,255.5450742
GW-9968,Columbia,Columbia,Deer Island,-122.8166667,45.95,3,NA,157.3821762,179.0146259,35.87851158,38.92428852,11.06982301,2.3666487,1.901045996,3.153606338,4.804144345,0.154693431,25.82955303,21.54451376,255.5450742
GW-9969,Columbia,Columbia,Deer Island,-122.8166667,45.95,3,0.394565439,121.0628118,144.2988526,23.31927744,23.00748558,9.704232391,2.920941852,3.325074555,3.927400603,5.274841652,0.107608624,28.115103,18.36098417,255.5450742
GW-9970,Columbia,Columbia,Deer Island,-122.8166667,45.95,3,NA,144.594036,179.0131687,35.90645698,32.96357644,10.68461713,2.030053137,2.473066749,3.105277482,4.559442706,0.15340569,NA,NA,255.5450742
GW-9971,Columbia,Columbia,Deer Island,-122.8166667,45.95,3,0.405757349,130.5725466,160.1266977,28.84832733,26.79012483,9.581749162,2.042263044,3.321685507,3.648112326,5.048521809,0.130991977,27.13276214,19.43854615,255.5450742
HARA-26-1,WA/BC,Harrison,HARA,-122.5333333,50.11666667,314,NA,114.1649831,137.2134,21.10879489,20.47240911,8.692808118,2.029769025,4.176248236,4.748847463,5.740273366,0.093317746,NA,NA,234.6256881
HARA-26-2,WA/BC,Harrison,HARA,-122.5333333,50.11666667,314,0.396708525,128.7041014,155.1232268,26.94094547,26.12043235,8.98387327,1.799783891,3.893422643,4.724182007,5.743802743,0.109305503,21.07817989,13.63259548,234.6256881
HARB-26-1,WA/BC,Harrison,HARB,-122.5333333,50.03333333,213,0.414691509,127.4634873,158.4825236,28.09792365,25.41622052,9.671320474,1.803921645,4.171017616,4.214147484,5.505672488,0.125092883,NA,NA,234.7413372
HARB-26-2,WA/BC,Harrison,HARB,-122.5333333,50.03333333,213,0.403862315,125.7353965,152.9345334,26.26007868,24.83143688,9.370557689,2.02861787,4.740040987,4.72421352,5.740056083,0.11542981,23.39971261,13.43134838,234.7413372
HARB-26-3,WA/BC,Harrison,HARB,-122.5333333,50.03333333,213,0.398372003,136.6651951,167.3706866,31.39451823,29.40036356,10.17334638,2.030126627,4.179506549,4.745595542,5.739736902,0.137588678,NA,NA,234.7413372
HARB-26-4,WA/BC,Harrison,HARB,-122.5333333,50.03333333,213,NA,117.0334479,140.2952121,22.09598248,21.51172782,8.84031648,1.796405513,4.454288128,4.724858998,5.506637013,0.091026828,22.97181783,13.1540159,234.7413372
HARB-26-5,WA/BC,Harrison,HARB,-122.5333333,50.03333333,213,NA,119.0824378,144.1325078,23.30162643,22.29469805,9.262203261,2.041448308,4.643468904,5.009193498,5.669901772,0.102617483,NA,NA,234.7413372
HARC-26-1,WA/BC,Harrison,HARC,-122.2166667,49.76666667,64,NA,129.6744328,158.454687,28.15316279,26.46341405,9.994130945,2.040593202,4.243198449,4.662249562,5.661300161,0.124853691,NA,NA,235.1114143
HARC-26-2,WA/BC,Harrison,HARC,-122.2166667,49.76666667,64,0.416407787,140.4561619,169.9208891,32.46094579,30.96670441,9.71273691,2.02857526,3.038793672,3.412325729,4.798809457,0.131602166,NA,NA,235.1114143
HARC-26-3,WA/BC,Harrison,HARC,-122.2166667,49.76666667,64,0.401722715,132.8027923,167.3247587,31.40473832,27.6272291,9.931671328,2.02780442,3.324336974,3.930045657,5.04585045,0.135630325,25.21245466,16.62723078,235.1114143
HARC-26-4,WA/BC,Harrison,HARC,-122.2166667,49.76666667,64,NA,119.966233,145.3887097,23.71922896,22.6513747,9.229270355,1.436580998,3.606107672,4.185135177,5.506515425,0.106551816,22.4348138,16.24062457,235.1114143
HARC-26-5,WA/BC,Harrison,HARC,-122.2166667,49.76666667,64,NA,146.871045,187.960233,39.67109928,33.945503,10.99174111,2.029808652,3.89585435,4.48008083,5.272635335,0.180480114,27.21617956,16.0967876,235.1114143
HIRD-12-2,WA/BC,Kitimat,HIRD,-128.45,54.06666667,335,0.407666129,105.26915,119.8628225,15.98898193,17.41863913,8.728213444,1.212109028,5.590859474,5.531146446,5.744081744,0.090731919,NA,NA,221.0069897
HOMA-21-1,WA/BC,Homathko,HOMA,-124.85,50.93333333,46,0.405125208,116.2325094,152.1172681,25.97848479,21.29466588,9.350407148,2.026635803,5.027248174,4.998990685,5.741610982,0.109145697,21.7831704,14.20440408,232.1361718
HOMA-21-2,WA/BC,Homathko,HOMA,-124.85,50.93333333,46,NA,125.480606,151.1234427,25.52541945,24.64689075,9.251630195,2.046550374,4.457376781,4.726522249,5.505646904,0.094130892,NA,NA,232.1361718
HOMA-21-4,WA/BC,Homathko,HOMA,-124.85,50.93333333,46,NA,132.8531725,163.6805087,30.14849088,27.6967885,9.578259668,1.798085688,4.458783167,5.000355632,5.744268784,0.118857844,NA,NA,232.1361718
