Genotype,Region,Population,DW_Site,Longitude,Latitude,Altitude,Density_2012,DBH_14,DBH_16_Int,Area_Growth_2016_cm2_year,Area_Growth_2014_cm2_year,Height_m_13,X2010_61_Bud_Flush,X2010_245_Bud_Set,X2010_259_Bud_Set,X2010_274_Bud_Set,Volume_m3,Root_GE,Stem_GE,Leaf_Lifespan
BESC-120,Columbia,Columbia,Rainier,-122.9841146,46.10776632,19.5,NA,133.0964867,165.9951366,30.95399859,28.00966524,11.02847215,2.65936375,2.756238387,3.415048436,4.799400763,0.147880405,NA,NA,255.3261278
BESC-121,Columbia,Columbia,Rainier,-122.9836102,46.10753045,19.5,0.401614616,136.1976084,166.9938998,31.41459378,29.1570073,10.32417876,3.021085786,3.607785937,4.181032517,5.272911529,0.137549189,NA,NA,255.3264552
BESC-122,Columbia,Columbia,Rainier,-122.9830777,46.10719811,19.5,0.388360813,133.8532205,165.4693872,30.79821806,28.11229835,10.01817463,1.804850292,3.035090583,3.153414587,5.045614156,0.132603013,NA,NA,255.3269164
BESC-123,Columbia,Columbia,Rainier,-122.9824988,46.10699669,19.5,NA,131.3515285,161.6636779,29.33500775,27.04072837,9.758020394,2.028273421,2.475103425,3.409480037,5.045717261,0.120008599,NA,NA,255.3271959
BESC-124,Columbia,Columbia,Rainier,-122.9819639,46.10671255,19.5,NA,128.5512529,158.3713523,28.05503612,26.06980595,9.133874431,2.922008734,2.757052772,3.684110727,5.023319998,0.118472926,NA,NA,255.3275902
BESC-125,Columbia,Columbia,Rainier,-122.9811362,46.10729266,19.5,NA,149.9802429,194.0642899,42.24114186,35.25086494,10.24339549,1.29323109,2.66145058,2.812228856,4.427703577,0.18428074,NA,NA,255.3267852
BESC-126,Columbia,Columbia,Rainier,-122.9805029,46.10751252,19.5,0.39791329,124.6890096,169.6050691,32.23330788,24.35071831,9.844668355,2.655612529,2.192535904,2.855762222,4.800172433,0.130886333,NA,NA,255.32648
BESC-127,Columbia,Columbia,Rainier,-122.9814417,46.10761813,19.5,0.396728706,117.8331824,140.9107238,22.23411995,21.70746141,8.830189987,2.657355494,3.041256542,3.411206362,5.050805128,0.104440287,NA,NA,255.3263335
BESC-128,Columbia,Columbia,Rainier,-122.9801329,46.10817142,19.5,0.407303461,133.4107598,169.0883404,32.15344108,27.99501053,10.08034579,2.921652106,2.753758069,3.410971121,5.050260693,0.135514477,NA,NA,255.3255656
BESC-129,Columbia,Columbia,Rainier,-122.9802068,46.10821165,19.5,NA,134.0744548,163.6351876,30.14625798,28.26336865,9.494003332,2.765115188,4.178406171,4.214195097,5.50685423,0.130551147,NA,NA,255.3255098
BESC-13,Columbia,Columbia,Willow Grove,-123.0450203,46.16493828,22.4,NA,128.3659158,159.4520108,28.4659928,25.8643109,10.03476234,2.501295457,4.746311514,4.967938816,5.74098399,0.13995397,27.1212589,20.32125019,254.2467852
BESC-130,Columbia,Columbia,Rainier,-122.9796758,46.10839094,19.5,NA,119.9886417,162.468382,29.65110719,22.68280474,9.815556789,2.503773788,2.473623989,3.417239915,4.558957638,0.133423238,NA,NA,255.325261
BESC-131,Columbia,Columbia,Rainier,-122.9788285,46.10848264,19.5,0.398996691,137.4878601,175.0782114,34.41942051,29.64794243,10.4549282,1.534614831,2.466605094,3.410710518,4.80055111,0.149452635,NA,NA,255.3251337
BESC-132,Columbia,Columbia,Rainier,-122.9782983,46.10893576,19.5,0.401327012,129.0318636,156.7777941,27.5637178,26.13458974,9.658069272,2.885709425,4.178372626,4.480199658,5.736779988,0.124938036,NA,NA,255.3245049
BESC-133,Columbia,Columbia,Rainier,-122.9775241,46.10894867,19.5,NA,154.8389354,191.8035995,41.29636548,37.69514218,10.10041895,2.658590434,2.471771859,3.157206014,5.044865505,0.151517663,27.31165609,18.91491755,255.324487
BESC-134,Columbia,Columbia,Rainier,-122.9758325,46.10856403,19.5,NA,143.5685603,176.6859072,35.01614524,32.31510508,10.42832832,2.029607373,2.476026007,3.105661893,5.04526636,0.150704628,27.07401554,16.2948305,255.3250208
BESC-135,Columbia,Columbia,Rainier,-122.9793801,46.10984637,19.5,0.400386316,145.6033587,193.934867,42.14268806,33.31116793,10.67472428,3.021802119,2.469794393,3.365618968,4.530845851,0.179310849,28.46497472,16.53521973,255.3232412
BESC-136,Columbia,Columbia,Rainier,-122.9796148,46.11039723,19.5,0.398752177,162.7995104,207.454164,48.4019693,41.70809437,10.44583564,2.887645235,2.657294172,3.570219999,4.742416941,0.174255092,NA,NA,255.3224767
BESC-137,Columbia,Columbia,Rainier,-122.9802577,46.11081616,19.5,0.417263837,126.5619481,154.056779,26.59088777,25.1200884,9.740834973,2.043838009,3.038399029,3.965641716,5.272052818,0.125949347,NA,NA,255.3218953
BESC-138,Columbia,Columbia,Rainier,-122.9806937,46.11100735,19.5,NA,151.3174207,193.3100455,41.90166251,36.10708926,9.78093724,2.923920152,2.759118696,3.684846818,4.802821904,0.133768307,NA,NA,255.32163
BESC-139,Columbia,Columbia,Rainier,-122.9817578,46.11147163,19.5,NA,139.7337438,172.5965384,33.3432358,30.67027857,10.82331717,2.043769736,2.658567302,3.569695114,5.056898941,0.144310031,NA,NA,255.3209856
BESC-14,Columbia,Columbia,Willow Grove,-123.0444661,46.16404477,22.4,NA,107.2676849,140.4842285,22.14687985,18.02770384,9.151648673,2.025997354,2.470433336,2.813739297,4.04057148,0.076697685,26.27730441,17.69924226,254.2480252
BESC-140,Columbia,Columbia,Rainier,-122.982744,46.11173457,19.5,NA,151.1977235,189.9155622,40.48743708,36.04275688,10.77312723,3.834332571,3.327579819,3.409094233,5.046074473,0.173637295,NA,NA,255.3206207
BESC-141,WA/BC,Puyallup,Orting,-122.1913681,47.0588426,249.8,0.390461157,141.291469,171.3363723,32.91164569,31.36637525,9.194498762,2.920329332,3.323112194,4.214096202,5.047367399,0.12440176,33.23628485,14.94917754,249.293924
BESC-142,WA/BC,Puyallup,Orting,-122.1907097,47.05966596,249.8,0.391525535,145.5194198,183.8467363,38.0109244,33.26699577,10.88988438,2.364485379,2.473949902,3.106966656,4.560370504,0.181393057,NA,NA,249.2927814
BESC-143,WA/BC,Puyallup,Orting,-122.1909214,47.06048017,249.8,0.407634716,143.5835844,176.4894848,34.80193003,32.40271562,10.43096651,2.028293643,2.186143105,2.860334229,4.295436508,0.159813737,NA,NA,249.2916514
BESC-144,WA/BC,Puyallup,Orting,-122.1910244,47.06102944,249.8,0.407234055,156.1574381,206.5818233,47.83591953,38.33249563,10.79292374,2.043326351,1.902082941,2.5810778,4.561632401,0.14145334,NA,NA,249.2908892
BESC-145,WA/BC,Puyallup,Orting,-122.1916272,47.06138156,249.8,0.408576363,150.5057844,186.5406046,39.0989583,35.62469124,10.64228111,1.799321764,2.471272607,3.154935223,4.561329374,0.167663647,NA,NA,249.2904005
BESC-146,WA/BC,Puyallup,Orting,-122.1921085,47.06257506,249.8,0.398635388,149.2074322,181.4872958,36.93830033,34.93009951,10.5167411,2.029533463,2.752122589,3.414787934,5.04449165,0.149466067,NA,NA,249.2887442
BESC-147,WA/BC,Puyallup,Orting,-122.1922878,47.0630592,249.8,NA,141.9419955,177.3708709,35.27718919,31.55413602,10.9960229,2.363137614,3.60545222,4.476607254,5.271407807,0.149134322,NA,NA,249.2880723
BESC-148,WA/BC,Puyallup,Orting,-122.1925853,47.06411624,249.8,0.386140134,153.0453374,200.908207,45.25053525,36.806421,10.53633828,3.25293238,3.608336277,4.482394718,5.488969845,0.184853781,NA,NA,249.2866053
BESC-149,WA/BC,Puyallup,Orting,-122.1929431,47.06447507,249.8,0.398075549,151.0335506,175.2536944,34.43858108,35.75821727,9.908351411,1.798332177,2.754857155,3.1522401,4.561269031,0.157699676,NA,NA,249.2861074
BESC-15,Columbia,Columbia,Willow Grove,-123.0436446,46.16332702,22.4,0.406843761,148.9635155,185.9985839,38.82589389,34.83943307,10.11300813,3.254696654,2.184451835,3.151900386,4.798864158,0.160801922,NA,NA,254.2490213
BESC-150,WA/BC,Puyallup,Orting,-122.194334,47.06592456,249.8,0.408475092,154.9772559,205.5467256,47.331494,37.74453988,11.00354488,3.766908693,2.656490681,3.563184183,4.738552523,0.18418345,NA,NA,249.2840958
BESC-151,WA/BC,Puyallup,Orting,-122.1946774,47.06650224,249.8,0.407295435,122.91873,148.4912303,24.7008676,23.64257966,9.581952968,2.033455324,3.608931485,4.48013613,5.502071735,0.116527866,NA,NA,249.2832941
BESC-152,WA/BC,Puyallup,Orting,-122.1948677,47.06697959,249.8,0.397208681,133.7728026,169.6347204,32.26783187,28.02721526,11.12158095,3.557818499,2.752905406,3.648096804,5.042558119,0.159288534,NA,NA,249.2826316
BESC-153,WA/BC,Puyallup,Orting,-122.1948913,47.0674302,249.8,NA,134.4092528,163.3897653,29.85717592,28.41289151,10.27166675,2.801889467,3.746355812,3.922273502,5.087319139,0.126554161,NA,NA,249.2820063
BESC-154,WA/BC,Puyallup,Orting,-122.1949794,47.06842387,249.8,NA,173.5578675,214.540779,51.62444121,47.28500493,11.3575409,2.028986909,2.472787237,3.152514296,4.563017755,0.214538148,NA,NA,249.2806273
BESC-155,WA/BC,Puyallup,Orting,-122.1950611,47.06883752,249.8,NA,136.9098144,163.9691076,30.05242751,29.42162454,10.12877793,1.717374163,3.45192222,3.56883935,5.362041104,0.125258563,NA,NA,249.2800532
BESC-156,WA/BC,Puyallup,Orting,-122.195408,47.06919953,249.8,NA,152.4666889,193.8529396,42.1054588,36.51942342,10.37496965,2.65468624,2.473733502,3.409873095,4.79865457,0.172867048,NA,NA,249.2795508
BESC-157,WA/BC,Puyallup,Orting,-122.1955806,47.06964612,249.8,0.40785027,143.1784873,180.5125881,36.54112433,32.17787963,10.56407556,2.65622873,3.60425307,3.741146895,5.231487537,0.163392927,NA,NA,249.278931
BESC-158,WA/BC,Puyallup,Orting,-122.1959131,47.07002716,249.8,0.397920833,126.8989199,152.5358116,26.10954307,25.25178018,9.658806313,2.363842622,3.890982852,4.454678971,5.725147398,0.120382731,NA,NA,249.2784022
BESC-159,WA/BC,Puyallup,Orting,-122.1957046,47.07067684,249.8,0.403276183,138.1377291,169.8249334,32.40682702,30.01661344,9.990191844,1.121629847,2.658438564,3.569042503,5.359977765,0.14133462,NA,NA,249.2775006
BESC-16,Columbia,Columbia,Willow Grove,-123.0429149,46.16324287,22.4,0.403264116,150.2908922,193.6169712,42.07041567,35.41271148,10.52337754,2.040734539,2.26764508,2.810298773,5.058438126,0.186667193,NA,NA,254.2491381
BESC-160,WA/BC,Puyallup,Orting,-122.1964496,47.07091053,249.8,NA,117.5049256,143.8865901,23.28689653,21.68626624,8.646430714,2.043468004,3.047804041,3.564149655,4.739069236,0.098594985,NA,NA,249.2771763
BESC-161,WA/BC,Puyallup,Orting,-122.1973965,47.07170388,249.8,0.384256526,131.1000039,179.187487,36.00778155,26.93394359,10.11044229,2.025612819,3.038079682,3.151351446,5.048548332,0.151199553,27.53110008,18.84531136,249.2760753
BESC-162,WA/BC,Puyallup,Orting,-122.1977788,47.07208836,249.8,0.404157982,137.6875097,177.6264074,35.41791161,29.75056269,10.38409366,2.029577987,2.476397941,3.152197322,5.047166255,0.152795611,NA,NA,249.2755417
BESC-163,WA/BC,Puyallup,Orting,-122.1984432,47.0728154,249.8,NA,143.7753051,178.2971463,35.56465356,32.5046652,9.831698809,2.028951215,2.469067057,3.154737922,4.562015715,0.14205048,NA,NA,249.2745327
BESC-164,WA/BC,Puyallup,Orting,-122.1985738,47.07330147,249.8,0.397840055,125.4431889,161.8836255,29.45288975,24.70150201,10.08084683,2.028349889,2.185202593,3.155019568,4.562378143,0.137303236,NA,NA,249.2738582
BESC-165,WA/BC,Puyallup,Orting,-122.1990201,47.07385107,249.8,NA,145.8346616,188.4836316,39.88799625,33.46051607,10.71230228,2.031119191,3.607415811,4.215910449,5.273759098,0.171123534,NA,NA,249.2730954
BESC-166,WA/BC,Puyallup,Orting,-122.1990864,47.07436714,249.8,0.407005518,151.5257402,188.7518107,39.92753049,36.01688229,10.88603328,2.026564246,2.473291827,3.154110275,4.801404335,0.172243854,NA,NA,249.2723792
BESC-167,WA/BC,Puyallup,Orting,-122.1989024,47.07479152,249.8,0.402639322,130.5144826,158.9820803,28.52986894,26.69459881,9.775220589,1.217119227,2.759462153,3.681733345,5.045900566,0.131756974,NA,NA,249.2717903
BESC-168,WA/BC,Puyallup,Orting,-122.1992306,47.07516535,249.8,0.419907637,127.7781632,155.214627,27.06987337,25.68847165,9.520571848,2.029952852,3.040294601,3.680989712,5.045581178,0.115866522,NA,NA,249.2712715
BESC-169,WA/BC,Puyallup,Orting,-122.1993622,47.07636287,249.8,0.390975476,136.9824108,175.8459691,34.71118287,29.53487434,10.03740464,2.026231942,2.183281904,2.859633647,4.327585676,0.153818074,33.22356556,21.13723549,249.2696096
BESC-17,Columbia,Columbia,Willow Grove,-123.0421053,46.16364067,22.4,0.408321225,140.4495992,171.9152246,33.24717923,31.02713655,10.60183287,2.656823752,3.605810652,3.649746436,5.272726423,0.147099325,NA,NA,254.248586
BESC-170,WA/BC,Puyallup,Orting,-122.1992601,47.07693167,249.8,0.403455341,134.6258861,176.9570922,35.06427824,28.47230069,10.01023999,3.254208991,2.757539671,3.152992928,4.802984698,0.149425241,NA,NA,249.2688202
BESC-171,WA/BC,Puyallup,Orting,-122.1991968,47.07724549,249.8,0.407960507,114.4295079,136.0795936,20.71594617,20.52072907,8.694638271,1.084545909,3.613106866,4.476331576,5.048296047,0.096869556,19.79009161,13.11765962,249.2683847
BESC-172,WA/BC,Puyallup,Orting,-122.199318,47.07774773,249.8,NA,136.0286832,167.3792536,31.3223341,29.09781288,9.969690742,1.290486336,2.265629287,3.146346066,4.738441963,0.140954069,NA,NA,249.2676877
BESC-173,WA/BC,Puyallup,Orting,-122.1994411,47.07845726,249.8,0.38161432,144.9645182,194.404973,42.37140199,33.00827946,10.51468177,2.030459494,3.31875205,3.930315924,5.044121592,0.176777193,19.02167374,15.24382237,249.266703
BESC-174,WA/BC,Puyallup,Orting,-122.1993966,47.07886412,249.8,0.39607481,144.3459602,188.332375,39.7969471,32.69748958,11.15296106,2.02912376,1.901816682,3.150557078,5.044033732,0.16717122,NA,NA,249.2661384
BESC-175,WA/BC,Puyallup,Orting,-122.1999008,47.07966794,249.8,0.401324004,144.1319612,186.6883624,39.03776459,32.5757915,10.35938128,2.030236099,2.186056887,3.153287551,4.559604907,0.157509529,NA,NA,249.2650229
BESC-176,WA/BC,Puyallup,Orting,-122.200024,47.08054109,249.8,0.394605779,154.7757078,194.0052129,42.15243717,37.55917966,9.946994198,2.027229859,2.188853478,2.859630597,4.330030622,0.16714248,NA,NA,249.2638111
BESC-177,WA/BC,Puyallup,Orting,-122.2001618,47.08114006,249.8,0.429441726,138.327139,171.9418146,33.267293,30.06676958,10.59242631,2.031906174,3.040619624,3.959479741,5.506313105,0.147549726,NA,NA,249.2629799
BESC-178,WA/BC,Puyallup,Orting,-122.2011494,47.08242626,249.8,0.404821987,150.3514461,188.3443052,39.72809222,35.57348931,9.988574657,2.030965849,3.610429995,4.182362272,5.274219076,0.158254562,NA,NA,249.2611949
BESC-179,WA/BC,Puyallup,Orting,-122.201417,47.08267403,249.8,NA,158.7627643,201.0529741,45.26816733,39.6581637,10.58669946,2.029385395,1.905394404,2.860996389,4.294191744,0.168987173,NA,NA,249.260851
BESC-18,Columbia,Columbia,Willow Grove,-123.0409347,46.16242806,22.4,NA,147.4150562,176.3192914,34.91117574,34.11270014,10.74770096,3.55690704,2.18938823,3.151052649,4.559733966,0.151716846,NA,NA,254.2502689
BESC-180,WA/BC,Puyallup,Orting,-122.2022258,47.08309681,249.8,0.387439696,143.9682388,170.1803789,32.34549327,32.62783846,9.832256872,2.032472887,1.902528902,2.859542593,4.55857712,0.131872871,NA,NA,249.2602643
BESC-181,WA/BC,Puyallup,Orting,-122.2027719,47.08337031,249.8,NA,157.4412718,200.8324469,45.22602824,38.85804509,10.50744299,2.026340066,2.472708284,3.152913868,4.801504274,0.197010949,33.52657005,18.96931862,249.2598847
BESC-182,WA/BC,Puyallup,Orting,-122.2034033,47.08362051,249.8,NA,136.8210206,166.0279642,30.98687155,29.38538445,10.55626037,2.030301471,3.887998198,4.47743323,5.738958793,0.131516252,NA,NA,249.2595375
BESC-183,WA/BC,Puyallup,Orting,-122.2040834,47.08395193,249.8,0.397608942,145.2314675,181.5922384,37.04488045,33.22540116,10.56856605,2.034769474,2.6600898,3.207548524,5.060497527,0.162741997,NA,NA,249.2590776
BESC-184,WA/BC,Puyallup,Orting,-122.2045619,47.08424429,249.8,0.40170599,141.4063573,170.0487809,32.45118861,31.41543999,10.38896761,2.031956098,3.037826603,3.961465393,5.043250631,0.135548154,24.40019746,18.37190136,249.2586718
BESC-185,WA/BC,Puyallup,Orting,-122.205286,47.08450765,249.8,NA,150.004831,186.1996305,39.00033469,35.27605854,10.28677307,2.658115481,2.472289409,3.151968055,4.56162223,0.158571579,NA,NA,249.2583064
BESC-186,WA/BC,Puyallup,Orting,-122.2063601,47.08511408,249.8,0.404533675,133.002957,160.7202941,28.99482372,27.87270581,10.15069709,1.216901222,3.327800747,4.217466846,5.275481096,0.127772548,NA,NA,249.2574648
BESC-187,WA/BC,Puyallup,Orting,-122.2069225,47.08539731,249.8,NA,138.2800909,166.1580453,30.92633331,30.04386675,10.15671971,2.026527233,3.037999649,3.679604712,5.276213951,0.124210605,NA,NA,249.2570717
BESC-188,WA/BC,Puyallup,Orting,-122.2077726,47.08612259,249.8,0.403127741,144.376479,176.1466678,34.8023994,32.73679126,10.66868812,2.503953852,2.475790895,2.859461691,4.559004383,0.145274963,NA,NA,249.2560652
BESC-189,WA/BC,Puyallup,Orting,-122.2100112,47.08770158,249.8,0.397319583,125.0462788,150.2687551,25.44204036,24.52303818,9.600603706,2.028977142,3.040870104,3.103593919,5.026189943,0.118415586,NA,NA,249.2538739
BESC-19,Columbia,Columbia,Willow Grove,-123.0391806,46.16412758,22.4,0.399740245,145.4941136,175.4990077,34.57868167,33.20141873,10.32169909,2.029283322,3.323083364,3.961803146,5.276471777,0.169357963,32.03687619,19.68227708,254.2479103
BESC-190,WA/BC,Puyallup,Orting,-122.2104161,47.08786938,249.8,NA,137.0423833,169.3716117,32.2025646,29.45711234,9.928141109,1.708034109,4.174949854,4.485464907,5.505013415,0.138209896,NA,NA,249.253641
BESC-191,WA/BC,Puyallup,Orting,-122.2112805,47.08840733,249.8,NA,132.802744,164.1997703,30.40069615,27.72154212,9.83472461,2.039827045,3.450547505,3.950323774,5.359531684,0.13102597,25.34753065,17.74505881,249.2528944
BESC-192,WA/BC,Puyallup,Orting,-122.2118002,47.08872543,249.8,NA,152.6536873,192.6954853,41.75580757,36.62912649,10.32027665,2.030034792,2.475678526,3.152233385,4.561078607,0.156042848,NA,NA,249.252453
BESC-193,WA/BC,Puyallup,Orting,-122.2126905,47.08913472,249.8,0.383580493,150.8189563,180.9195835,36.764062,35.76595588,10.64664073,2.041370242,2.654003342,3.206268638,5.058722249,0.155580926,NA,NA,249.251885
BESC-194,WA/BC,Puyallup,Orting,-122.2117131,47.08929213,249.8,0.401230536,122.9032631,151.9095478,25.81957438,23.72156698,8.775549918,1.085625524,3.889511992,4.750568129,5.274638037,0.105564851,NA,NA,249.2516665
BESC-195,WA/BC,Puyallup,Orting,-122.2135,47.0896259,249.8,NA,113.4448646,137.0799022,21.02707807,20.23359855,8.920033096,1.084624016,3.607800285,4.220418623,5.505092479,0.09050826,NA,NA,249.2512033
BESC-196,WA/BC,Puyallup,Orting,-122.2140071,47.09009537,249.8,0.402646989,144.3067394,176.9315509,35.083197,32.65400054,9.82901717,2.043718991,2.660346391,3.567837171,5.06178107,0.14334018,NA,NA,249.2505518
BESC-197,WA/BC,Puyallup,Orting,-122.2143516,47.09051622,249.8,0.405266828,132.7054308,166.4724563,31.15314257,27.67775503,10.02620135,2.028857073,2.752554632,3.151253445,5.043104193,0.143536871,NA,NA,249.2499677
BESC-198,WA/BC,Puyallup,Orting,-122.214763,47.09098963,249.8,0.401450555,146.0160014,182.8396788,37.5062316,33.60711281,10.52778082,2.031852175,2.474548096,3.154068082,4.800619378,0.161171008,NA,NA,249.2493107
BESC-199,WA/BC,Puyallup,Orting,-122.215163,47.09143387,249.8,NA,122.8087277,149.625001,25.0929245,23.73720835,8.977571986,2.92041775,3.039215111,3.922682756,5.042942776,0.107840183,NA,NA,249.2486942
BESC-2,Columbia,Columbia,Willow Grove,-123.050969,46.17057201,22.4,0.4008441,138.6988514,163.7909669,30.14727218,30.21773259,10.02670457,2.03004578,4.178118561,4.753544031,5.504729553,0.121260777,NA,NA,254.2389668
BESC-20,Columbia,Columbia,Willow Grove,-123.036499,46.16568829,22.4,0.403199455,138.0907025,167.9352855,31.67443881,29.94424471,9.7626179,1.798592881,2.755206901,3.679452604,5.272771846,0.138103618,NA,NA,254.2457443
BESC-200,WA/BC,Puyallup,Orting,-122.215679,47.0920828,249.8,0.416119593,146.7307812,180.4808795,36.45578057,33.75659818,10.23741726,2.920696131,3.039047067,3.648834756,5.272626873,0.150753407,NA,NA,249.2477936
BESC-201,WA/BC,Puyallup,Orting,-122.216353,47.09274614,249.8,NA,160.7640785,209.9036936,49.40864077,40.6059948,9.910809363,2.030888181,2.192201801,3.413638062,4.556949019,0.190715968,NA,NA,249.2468731
BESC-202,WA/BC,Puyallup,Orting,-122.2168223,47.09321251,249.8,NA,130.7191674,160.5006071,28.97274893,26.83647726,9.964771101,2.030380612,3.039397046,3.680179382,5.024164095,0.137804286,30.39402963,NA,249.2462258
BESC-203,WA/BC,Puyallup,Orting,-122.2172829,47.09390695,249.8,0.392670762,134.4967678,169.6451401,32.29544795,28.40370272,10.56469425,2.042232483,3.053437793,3.210210996,5.06085894,0.14472673,NA,NA,249.2452621
BESC-204,WA/BC,Puyallup,Orting,-122.2181304,47.09460466,249.8,0.383550064,130.469697,166.3660444,31.02714958,26.73677981,9.745805222,2.031696713,3.328612768,4.184814027,5.274411366,0.136565686,NA,NA,249.2442938
BESC-205,WA/BC,Puyallup,Orting,-122.218506,47.09514789,249.8,0.397821158,132.4072671,160.5443509,28.89972115,27.44524034,10.06788446,2.040989294,3.843377985,3.951005153,5.061107137,0.136497217,27.9422348,21.26243956,249.2435399
BESC-206,WA/BC,Puyallup,Orting,-122.2189606,47.09544042,249.8,NA,135.0444773,165.0936709,30.66176675,28.64137235,9.868781766,2.026272913,3.045014739,3.414673164,5.046154197,0.143118257,NA,NA,249.243134
BESC-207,WA/BC,Puyallup,Orting,-122.219601,47.09563547,249.8,0.412685816,124.1396946,156.7957122,27.7601529,24.23620984,9.417979062,2.04190533,2.659461221,3.571304032,5.028741059,0.123535864,NA,NA,249.2428633
BESC-208,WA/BC,Puyallup,Orting,-122.2198223,47.09601726,249.8,NA,160.9901685,208.954424,48.98169669,40.78691253,10.43544247,2.360569885,3.319659981,3.415407706,4.801516099,0.198427269,29.69851029,17.96182422,249.2423334
BESC-209,WA/BC,Puyallup,Orting,-122.2197045,47.09646477,249.8,0.399098291,126.529845,159.5509634,28.60412275,25.16355175,9.732774484,2.497948676,2.754848566,3.414483898,4.800325665,0.133077108,24.29182454,15.42586753,249.2417124
BESC-21,Columbia,Columbia,Willow Grove,-123.0348417,46.16598358,22.4,NA,139.6380878,175.4731703,34.55404133,30.5657182,9.992782786,3.254786869,3.608735334,4.222671839,5.047437578,0.146066155,NA,NA,254.2453345
BESC-210,WA/BC,Puyallup,Orting,-122.2198169,47.09736608,249.8,NA,140.3347261,171.5447939,32.99112918,30.87949242,10.42549442,2.887041325,2.751284195,3.151378023,4.560807024,0.14623666,NA,NA,249.2404616
BESC-211,WA/BC,Puyallup,Orting,-122.2200477,47.09827694,249.8,0.396514323,152.8898737,203.8037647,46.50709383,36.70738229,10.34833144,2.364740291,2.754889976,3.410264459,5.272378786,0.165723232,NA,NA,249.2391975
BESC-212,WA/BC,Puyallup,Orting,-122.2198536,47.09883627,249.8,0.400213753,135.6810402,176.193696,34.79768225,28.91294905,9.421437855,2.028533204,1.905963552,2.858179296,4.327700032,0.139425442,NA,NA,249.2384213
BESC-213,WA/BC,Puyallup,Orting,-122.219794,47.09935142,249.8,0.385354887,126.008714,149.9385321,25.35409073,24.87287216,9.853028371,2.032163468,3.892146396,4.217748418,5.507874626,0.127909489,NA,NA,249.2377063
BESC-214,WA/BC,Puyallup,Orting,-122.2202342,47.10022029,249.8,0.393323498,129.1708119,168.2960465,31.77880922,26.20005869,10.29645838,2.038650204,3.052844965,3.571378138,5.063420723,0.139273998,NA,NA,249.2365005
BESC-215,WA/BC,Puyallup,Orting,-122.1998968,47.10083158,249.8,0.397336551,121.9972099,148.7731578,24.83533371,23.30371817,9.510724509,2.364893251,2.747934243,3.412040454,5.272980965,0.114722123,NA,NA,249.2356522
BESC-216,WA/BC,Puyallup,Orting,-122.2055192,47.10493661,249.8,NA,127.0009216,157.2399009,27.76807575,25.32722518,9.419147298,2.885087324,2.650840753,3.141558544,4.738730165,0.116147351,NA,NA,249.2299553
BESC-217,WA/BC,Puyallup,Orting,-122.2046274,47.1044876,249.8,0.405102329,132.7931284,165.2619565,30.69656028,27.80060935,10.3884587,2.030712963,2.471338752,3.154939758,5.047284466,0.141727378,NA,NA,249.2305784
BESC-218,WA/BC,Puyallup,Orting,-122.2040021,47.10413472,249.8,0.395231198,157.4228807,194.7598298,42.63630607,38.96078936,10.46955212,2.031270407,2.188553442,3.155631724,4.802724353,0.168043148,NA,NA,249.2310681
BESC-219,WA/BC,Puyallup,Orting,-122.203447,47.10393514,249.8,NA,140.6385559,174.9800975,34.31749758,31.09901881,9.390239677,2.656686697,2.755942299,3.680585382,5.27369863,0.135968278,NA,NA,249.2313451
